X,Object.ID,Is.Public.Domain,Department,AccessionYear,Object.Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist.Role,Artist.Prefix,Artist.Display.Name,Artist.Display.Bio,Artist.Suffix,Artist.Alpha.Sort,Artist.Nationality,Artist.Begin.Date,Artist.End.Date,Artist.Gender,Object.Date,Object.Begin.Date,Object.End.Date,Medium,Dimensions,Credit.Line,Geography.Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights.and.Reproduction
43706,365627,FALSE,Drawings and Prints,1991,Print,Felicitation,NA,NA,NA,NA,NA,Artist,NA,Ansei Uchima,"American, Stockton, California 1921–2000",NA,"Uchima, Ansei",American,1921,2000,NA,1961,1961,1961,Color woodcut,"image: 21 5/8 x 11 15/16 in. (54.9 x 30.3 cm)
sheet: 23 7/8 x 18 1/8 in. (60.6 x 46 cm)","Gift of Mr. Kaye, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
15751,42452,TRUE,Asian Art,1980,Bowl,北宋至金 定窯刻花萱草紋碗|Bowl,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 12th century,1050,1250,Porcelain with incised decoration under ivory-white glaze (Ding ware),Diam. 3 1/2 in. (8.9 cm),"Gift of Dr. and Mrs. Roger G. Gerry, 1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA
88159,720208,FALSE,Drawings and Prints,1953,Print,Landscape with a Waterfall and Two Men,NA,NA,NA,NA,NA,Publisher|Artist,Possibly,Marcus Sadeler|Sadeler (unspecified member of the Sadeler family),"German, Munich before 1614–in or after 1650|Netherlandish, mid-16th century–mid-17th century",NA,"Sadeler, Marcus|Sadeler",NA,1590      |1550,1660      |1650,|,mid 16th–mid 17th century,1550,1650,Engraving,Sheet: 5 5/16 × 8 5/8 in. (13.5 × 21.9 cm),"Harris Brisbane Dick Fund, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
89992,381539,FALSE,Drawings and Prints,1974,Print,"Museum and Wax Works, At the Exchange, New York, the Public are informed that the American Museum Contains and Extensive Collection of the Production of Nature and Art...New York, November 25, 1795",NA,NA,NA,NA,NA,Publisher|Artist,Published by,"Gardner Baker|Anonymous, American, 18th century","American, late 18th–early 19th century",NA,"Baker, Gardner|Anonymous, American, 18th century",American|American,1750      |1700,1850      |1800,|,1793,1793,1793,"Woodcut, metal type and letterpress",sheet: 17 3/16 x 10 3/8 in. (43.7 x 26.4 cm),"Gift of Mary Knight Arnold, 1974",NA,New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
12336,358115,FALSE,Drawings and Prints,1926,Book,Fünf und zwanzig in Holz geschnittene Figuren,NA,NA,NA,NA,NA,Artist|Engraver,NA,Johann Wilhelm Meil the Younger|Johann Friedrich Gottlieb Unger,"German, Altenburg 1733–1805 Berlin|German, Berlin 1753 or 1755–1804 Berlin",NA,"Meil, Johann Wilhelm the Younger|Unger, Johann Friedrich Gottlieb",German|German,1733      |1753,1805      |1804,|,n.d.,1733,1804,Woodcuts,Overall: 3 11/16 x 4 9/16 x 1/4 in. (9.4 x 11.6 x 0.6 cm),"Harris Brisbane Dick Fund, 1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,NA
92956,5644,FALSE,The American Wing,1948,Brooch,Pin with United States National Coat of Arms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870–1900,1870,1900,Gold,1 3/8 x 2 1/2 in. (3.5 x 6.4 cm),"Bequest of Mrs. Rachel M. Ford, 1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jewelry,NA
67088,363068,FALSE,Drawings and Prints,1994,Book,Derriere Le Miroir; 10 Ans d'Edition 1946-1956,NA,NA,NA,NA,NA,Artist|Artist|Artist|Artist|Artist|Artist|Artist|Artist|Publisher,Published by,Georges Braque|Joan Miró|Henri Matisse|Marc Chagall|Alberto Giacometti|Pierre Tal-Coat|Raoul Ubac|Pablo Palazuelo|Maeght Editeur,"French, Argenteuil 1882–1963 Paris|Spanish, Barcelona 1893–1983 Palma de Mallorca|French, Le Cateau-Cambrésis 1869–1954 Nice|French, Vitebsk 1887–1985 Saint-Paul-de-Vence|Swiss, Borgonovo 1901–1966 Chur|French, Clohars-Carnoët 1905–1985 Saint-Piere de Bailleul|Belgian, Malmèdy 1910–1985 Dieudonné|Spanish, born Madrid, 1916",", Paris","Braque, Georges|Miró, Joan|Matisse, Henri|Chagall, Marc|Giacometti, Alberto|Tal-Coat, Pierre|Ubac, Raoul|Palazuelo, Pablo|Maeght Editeur",French|Spanish|French|French|Swiss|French|Belgian|Spanish|French,1882      |1893      |1869      |1887      |1901      |1905      |1910      |1916,1963      |1983      |1954      |1985      |1966      |1985      |1985      |2016,||||||||,1956,1956,1956,NA,Overall: 14 15/16 x 11 x 3/8 in. (38 x 28 x 1 cm),"Gift of Gary G. Gura, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,"© 2020 Artists Rights Society (ARS), New York"
60254,408042,TRUE,Drawings and Prints,1963,Print,"Capitol of Missouri in Jefferson City, from the General Government and State Capitol Buildings series (N14) for Allen & Ginter Cigarettes Brands",NA,NA,NA,NA,NA,Publisher|Lithographer,Issued by,Allen & Ginter|The Gast Lithograph & Engraving Company,"American, Richmond, Virginia|American, New York",NA,Allen & Ginter|The Gast Lithograph & Engraving Company,American|American,NA,NA,|,1889,1889,1889,Commercial color lithograph,Sheet: 1 1/2 x 2 3/4 in. (3.8 x 7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
9554,269865,FALSE,Photographs,1956,Photograph,Tree and Wall,NA,NA,NA,NA,NA,Artist,NA,Arnold Newman,"American, New York 1918–2006 New York",NA,"Newman, Arnold",American,1918,2006,NA,1941,1941,1941,Gelatin silver print,NA,"Gift of Mr. and Mrs. Harold Kaye, 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
73018,475520,TRUE,The Cloisters,1955,Hinge,Strap Hinge,European,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15th–16th century,1400,1599,Iron,Overall: 17 1/4 x 2 3/16 in. (43.8 x 5.6 cm),"The Cloisters Collection, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Iron,NA
24451,194784,TRUE,European Sculpture and Decorative Arts,1921,Wineglass,Wineglass,probably Bohemian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730–50,1730,1750,Glass,Height: 6 3/4 in. (17.1 cm),"Edward Holbrook Collection, Gift of Mrs. Edward Holbrook and John S. Holbrook, 1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA
25769,265255,FALSE,Photographs,1987,Multiple exposure; Photograph,"[Nude, Printed by Twice Exposing the Same Negative, Once Flipped]",NA,NA,NA,NA,NA,Artist,NA,Heinz Hajek-Halke,"German, 1898–1983",NA,"Hajek-Halke, Heinz",German,1898,1983,NA,1933,1933,1933,Gelatin silver print,38.2 x 28.3 cm (15 1/16 x 11 1/8 in.),"Ford Motor Company Collection, Gift of Ford Motor Company and John C. Waddell, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
87673,246270,TRUE,Greek and Roman Art,1896,"Lamp, glazed",Terracotta oil lamp,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st century A.D.,1,100,Terracotta,2 1/2 x 5 1/8 in.  (6.4 x 13.0 cm),"Purchase, 1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terracottas,NA
88287,361956,FALSE,Drawings and Prints,1960,Print,Principe Electurale di Sassonia,NA,NA,NA,NA,NA,Artist,NA,Cosimo Mogalli,"Italian, 1667–1750",NA,"Mogalli, Cosimo",Italian,1667,1750,NA,1712,1712,1712,Intaglio,sheet: 10 x 14 1/8 in. (25.4 x 35.9 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
18920,584,FALSE,The American Wing,1910,Bottle,Bottle,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800–1900,1800,1900,"Earthenware, slip decoration",Diam. 12 1/8 in. (30.8 cm),"Rogers Fund, 1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA
80887,546566,TRUE,Egyptian Art,1914,Sealing,Sealing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 2030–1640 B.C.,-2030,-1640,Clay (unfired),NA,"Rogers Fund and Edward S. Harkness Gift, 1914",From,NA,NA,NA,Egypt,Memphite Region,NA,NA,NA,NA,NA,NA,NA
58262,415789,FALSE,Drawings and Prints,1951,Print,"Cutter Genesta, Royal Yacht Squadron",NA,NA,NA,NA,NA,Artist|Publisher,LIthographed and published by,Charles Richard Parsons|Currier & Ives,"American, Brooklyn, New York 1844–1918 St. Ives, Cornwall|American, active New York, 1857–1907",NA,"Parsons, Charles Richard|Currier & Ives",American|American,1844      |1857,1918      |1907,|,1885,1885,1885,"Lithograph, printed in color","Image: 15 1/4 in. × 21 in. (38.7 × 53.3 cm)
Image with text: 16 1/2 in. × 21 in. (41.9 × 53.3 cm)
Sheet: 19 3/4 × 24 7/8 in. (50.2 × 63.2 cm)","Gift of A. S. Colgate, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
48249,430596,FALSE,Drawings and Prints,1965,Drawing,Nuevitas Cuba 1946,NA,NA,NA,NA,NA,Artist,NA,Emilio Sanchez,"American, born Cuba 1921–1999",NA,"Sanchez, Emilio",American,1921,1999,NA,1946,1946,1946,Graphite,Sheet: 3 7/8 × 6 in. (9.8 × 15.2 cm),"Gift of Emilio Sanchez, 1965
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,© Estate of Emilio Sanchez
69580,697213,FALSE,Drawings and Prints,2016,Print,la-plus-grande-surface-au-monde scale 1:1,NA,NA,NA,NA,NA,Publisher|Artist,NA,Library Council of The Museum of Modern Art|Joëlle Tuerlinckx,"Belgian, born Brussels, 1958",NA,"Library Council of The Museum of Modern Art|Tuerlinckx, Joëlle",NA,1958,9999,|Female,2006,2006,2006,Photocopier toner on paper,"Case: 35.5 × 31 cm (14 in. × 12 3/16 in.)
Sheet (circular): 10 5/8 × 10 5/8 in. (27 × 27 cm)","Gift of Lin Lougheed, 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
20461,787830,TRUE,Drawings and Prints,2018,Print ; ornament and architecture,Arcus in Provincia (Views of Ancient Roman Temples and Arches),NA,NA,NA,NA,NA,Artist,NA,"Anonymous, Italian, 16th century",NA,NA,"Anonymous, Italian, 16th century",NA,1500,1600,NA,1535–40,1535,1540,Engraving,Sheet: 5 1/4 × 3 5/16 in. (13.4 × 8.4 cm),"Bequest of Herbert Mitchell, 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ornament & Architecture,NA
49003,263897,FALSE,Photographs,1983,Photograph,"[Detail of a Gumball Machine for the Painting ""The Ultimate Gumball""]",NA,NA,NA,NA,NA,Artist,NA,Charles Bell,"American, 1935–1995",NA,"Bell, Charles",American,1935,1995,NA,1978–83,1978,1983,Silver dye bleach print,NA,"Gift of Michael G. Wilson, 1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
41265,26036,FALSE,Arms and Armor,1943,Sword-hilt collar and pommel (Fuchigashira),Sword-Hilt Collar and Pommel (Fuchigashira),Japanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1801,1900,"Iron, gold",Fuchi (a); H. 1 1/2 in. (3.8 cm); Wt. 0.9 oz. (25.5 g); kashira (b); H. 1 3/8 in. (3.5 cm); Wt. 0.5 oz. (14.2 g),"Gift of Herman A. E. and Paul C. Jaehne, 1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sword Furniture-Fuchi-Kashira,NA
65819,824613,TRUE,Drawings and Prints,1948,Print; decorative paper,Book cover with overall red floral pattern,NA,NA,NA,NA,NA,Artist,NA,Anonymous,NA,", 18th century",ANONYMOUS,NA,NA,NA,NA,18th century,1700,1800,Relief print (wood or metal),Sheet: 7 1/8 × 9 11/16 in. (18.1 × 24.6 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
60036,242858,TRUE,Greek and Roman Art,1874,Earring with head of bull,Gold earring with head of a bull,Greek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th–3rd century B.C.,-399,-200,Gold,Other: 7/16 x 1/8 x 7/16 in. (1.1 x 0.3 x 1.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gold and Silver,NA
36502,822432,FALSE,European Sculpture and Decorative Arts,2019,Armchair,Armchair (fauteuil à la Reine) (one of a pair),French,NA,NA,NA,NA,Maker|Maker,or,Jean-Baptiste II Tilliard|Jean-Baptiste I Tilliard,"French, 1723–1798, master 1752|French, 1686–1766",NA,Tilliard Jean-Baptiste II|Tilliard Jean-Baptiste I,NA,1723      |1686,1798      |1766,|,18th century,1700,1799,Frame of beechwood carved and gilded; upholstered with blue velvet,"confirmed: 38 7/8 × 29 1/2 × 28 1/4 in. (98.7 × 74.9 × 71.8 cm)
height of upholstered seat: 17 in. (43.2 cm)","Bequest of Mrs. Charles Wrightsman, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodwork-Furniture,NA
21578,631165,FALSE,Drawings and Prints,1966,Print,"Wine Leading to Lust, from The Effects of Drunkenness",NA,NA,NA,NA,NA,Artist|Artist,After,Dirck Volckertsz Coornhert|Maarten van Heemskerck,"Netherlandish, Amsterdam 1519/22–1590 Gouda|Netherlandish, Heemskerck 1498–1574 Haarlem",NA,"Coornhert, Dirck Volckertsz|Heemskerck, Maarten van",Netherlandish|Netherlandish,1519      |1498,1590      |1574,|,1551,1551,1551,Etching and Engraving,Sheet: 4 5/8 in. × 7 in. (11.8 × 17.8 cm) (cut),"Rogers Fund, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
74324,92165,FALSE,Costume Institute,1991,Ensemble,Ensemble,American,NA,NA,NA,NA,Manufacturer|Manufacturer,"(b)|(c,d)",Banana Republic|Nordica,"American, founded 1978",NA,Banana Republic|Nordica,American,1978,9999,|,1970–89,1970,1989,"(a, b) cotton
(c, d) leather",NA,"Gift of Mr. Jean-François Daigre, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32175,555369,FALSE,Egyptian Art,NA,Amulet,Hawk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664–332 B.C.,-664,-343,Green pottery,H. 1.1 cm (7/16 in.),"Gift of Joseph W. Drexel, 1889",From,NA,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,NA,NA
229,383176,FALSE,Drawings and Prints,1974,Print,New York from Governor's Island (Henry Hoff's Views of New York),NA,NA,NA,NA,NA,Publisher,NA,Henry Hoff,"New York, NY",NA,"Hoff, Henry",American,1800,1900,NA,1850,1850,1850,Lithograph with tint stone and hand-coloring,"sheet: 6 1/8 x 8 7/8 in. (15.6 x 22.5 cm)
mount: 10 7/16 x 13 9/16 in. (26.5 x 34.5 cm)","Gift of Mary Knight Arnold, 1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
1355,777905,FALSE,Drawings and Prints,1951,Print,Stone Bridge Near an Inn,NA,NA,NA,NA,NA,Artist,NA,Jan van de Velde II,"Dutch, Rotterdam or Delft ca. 1593–1641 Enkhuizen",NA,"Velde, Jan van de, II",NA,1593,1641,NA,1616,1616,1616,Etching,Sheet (Trimmed): 4 13/16 × 7 7/16 in. (12.2 × 18.9 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
67078,206335,TRUE,European Sculpture and Decorative Arts,1975,Statuette group,The Theft of the Rose,"French, Sèvres",NA,NA,NA,NA,Modeler,NA,Louis Simon Boizot,"French, Paris 1743–1809 Paris",NA,"Boizot, Louis Simon",French,1743,1809,NA,1789,1789,1789,Pale buff terracotta with traces of original coat of grayish-white pigment,Height: 12 in. (30.5 cm),"Purchase, Charles Ulrick and Josephine Bay Foundation Inc. Gift, 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sculpture,NA
4856,651914,FALSE,Drawings and Prints,1963,Photograph,"Carrie Behr, from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,Kinney Brothers Tobacco Company,NA,NA,Kinney Brothers Tobacco Company,American,1869,2011,NA,1890,1890,1890,Albumen photograph,Sheet: 2 1/2 × 1 7/16 in. (6.4 × 3.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs|Ephemera,NA
83881,319038,FALSE,"Arts of Africa, Oceania, and the Americas",2011,Puppet,Effigy Puppet,Yup'ik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 19th century,1850,1900,"Wood, shell, commercial cord, pigment",H. 15 1/2 x W. 3 1/2 in. (39.4 x 8.9 cm),"Ralph T. Coe Collection, Gift of Ralph T. Coe Foundation for the Arts, 2011",NA,NA,NA,Alaska,United States,NA,NA,NA,NA,NA,NA,Wood-Sculpture,NA
494,249561,FALSE,Greek and Roman Art,1917,Bottle,Glass bottle,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-670,330,Glass,H.: 2 1/2 in. (6.3 cm),"Gift of J. Pierpont Morgan, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA
81405,363140,FALSE,Drawings and Prints,1959,Drawing Ornament & Architecture,Drawing for a theatrical costume: Turquoise,NA,NA,NA,NA,NA,Artist,NA,Vincente Minnelli,"American, Chicago 1903–1986 Beverly Hills",NA,"Minnelli, Vincente",American,1903,1986,NA,1933-39,1933,1939,Watercolor over graphite,Sheet: 13 7/8 x 10 in. (35.2 x 25.4 cm),"Gift of Frank Cambria, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings|Ornament & Architecture,NA
30351,829855,FALSE,Photographs,2019,Photograph,[Photographic Identification Badge from an American Corporation],NA,NA,NA,NA,NA,Maker,NA,Unknown,NA,(American),Unknown,NA,NA,NA,NA,1910s–50s,1910,1959,Gelatin silver prints,Variable; from 3 in. (7.6 cm) to 6 1/2 in. (16.5 cm) across,"Twentieth-Century Photography Fund, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
23929,349225,FALSE,Drawings and Prints,1943,Book,Elegida et Poemata Epidictica,NA,NA,NA,NA,NA,Author,Written by,Joachim Rustolf,NA,NA,"Rustolf, Joachim",Swedish,NA,NA,NA,1631,1631,1631,NA,NA,"Harris Brisbane Dick Fund, 1943",NA,Upsala,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,NA
18465,215815,FALSE,European Sculpture and Decorative Arts,1909,Edging,Edging,German,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,Tatting,"L. 9 1/4 x W. 1 inches
23.5 x 2.5 cm","Rogers Fund, 1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Laces,NA
29708,196919,TRUE,European Sculpture and Decorative Arts,1932,Platter,Platter,"Chinese, for European market",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1765–75,1760,1780,Hard-paste porcelain,Overall: 16 1/2 × 13 1/4 in. (41.9 × 33.7 cm),"Gift of H. Burlingham, 1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics-Porcelain-Export,NA
85917,591745,FALSE,Egyptian Art,1908,"Cast, Hatshepsut Temple, Punt reliefs, west wall",Cast of Hatshepsut's Punt Reliefs: Figure of Hatshepsut; Tribute from Punt,NA,NA,NA,NA,NA,Artist,NA,Walter Tyndale,NA,NA,"Tyndale, Walter",NA,NA,NA,NA,ca. 1479–1458 B.C.,-1473,-1458,Plaster,NA,"Rogers Fund, 1908",Original from,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA
86351,80699,FALSE,Costume Institute,1993,Cocktail Ensemble,Cocktail ensemble,American,NA,NA,NA,NA,Designer,NA,Pauline Trigère,"American, born France, 1908–2002",NA,Trigère Pauline,American,1908,2002,Female,1971,1971,1971,silk,NA,"Gift of Pauline Trigère, 1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26339,383801,FALSE,Drawings and Prints,1964,Drawing,Stage set design for John Webster's Duchess of Malfi (unproduced),NA,NA,NA,NA,NA,Artist,NA,Pavel Tchelitchew,"American (born Russia), Kaluga 1898–1957 Grottaferrata",NA,"Tchelitchew, Pavel","American, born Russia",1898,1957,NA,20th century,1910,1957,Brush and black ink with black wash,sheet: 13 13/16 x 16 3/4 in. (35.1 x 42.5 cm),"Gift of Lincoln Kirstein, 1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA
8137,683843,TRUE,Greek and Roman Art,2011,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510–500 B.C.,-500,-450,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
11601,257145,TRUE,Greek and Roman Art,1891,"Fragment, mosaic dish",Glass mosaic dish fragment,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 1st century B.C.–early 1st century A.D.,-25,25,Glass,Other: 7/8 x 1 1/4 in. (2.3 x 3.2 cm),"Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA
61552,556616,FALSE,Egyptian Art,1926,Jar,Jar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 2124–1504 B.C.,-2124,-2124,Pottery,"H. 13.4 cm (5 1/4 in.)
Diam. 11.1 cm (4 3/8 in.)","Rogers Fund, 1926",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA
79787,318744,FALSE,"Arts of Africa, Oceania, and the Americas",2000,Panel,Ceremonial Panel,Dida peoples,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20th century,1875,2025,"Raffia palm fiber, natural dye",H. 15 3/4 x W. 15 in. (40 x 38.1 cm),"Rogers Fund, 2001",NA,NA,NA,NA,Côte d'Ivoire,NA,NA,NA,NA,NA,NA,Textiles-Woven,NA
82075,260053,FALSE,Photographs,1972,Photograph,Two Oaks,NA,NA,NA,NA,NA,Artist,NA,Wynn Bullock,"American, 1902–1975",NA,"Bullock, Wynn",American,1902,1975,NA,1959,1959,1959,Gelatin silver print,NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
17935,422046,TRUE,Drawings and Prints,1963,Print,"Shaft-tailed Bunting, from the Song Birds of the World series (N42) for Allen & Ginter Cigarettes",NA,NA,NA,NA,NA,Publisher|Lithographer,Issued by,Allen & Ginter|George S. Harris & Sons,"American, Richmond, Virginia|American, Philadelphia",NA,"Allen & Ginter|Harris, George S., & Sons",American|American,NA,NA,|,1890,1890,1890,Commercial color lithograph,Sheet: 2 7/8 x 3 1/4 in. (7.3 x 8.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
10524,106707,FALSE,Costume Institute,1982,Gym Suit,Gym suit,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1898,1893,1903,wool,NA,"The Jacqueline Loewe Fowler Costume Collection, Gift of Jacqueline Loewe Fowler, 1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90682,169065,FALSE,Costume Institute,2009,Belt,Belt,French,NA,NA,NA,NA,Designer|Design House,NA,Elsa Schiaparelli|House of Schiaparelli,"Italian, 1890–1973|French, founded 1927",NA,Schiaparelli Elsa|Schiaparelli House of,Italian|French,1890      |1927,1973      |9999,Female|,ca. 1938,1936,1940,"Leather, plastic",NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2012; Gift of Arturo and Paul Peralta-Ramos, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43998,337407,TRUE,Drawings and Prints,1953,Drawing,"Reclining Male Nude, as Wind God on Clouds",NA,NA,NA,NA,NA,Artist,NA,Jakob Matthias Schmutzer,"Austrian, Vienna 1733–1811 Vienna",NA,"Schmutzer, Jakob Matthias",Austrian,1733,1811,NA,1765–1810,1765,1810,Red chalk,sheet: 24 1/4 x 18 1/2 in. (61.6 x 47 cm),"Harris Brisbane Dick Fund, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA
54659,5143,TRUE,The American Wing,1883,Medallion,Medallion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870–1900,1870,1900,Bronze,3 3/8 x 2 3/4 in. (8.6 x 7 cm),"Gift of William H. Huntington, 1883",Probably made in,NA,NA,NA,France,NA,NA,NA,NA,NA,NA,Metal,NA
15659,263200,FALSE,Photographs,1981,Cabinet card,Mission San Juan Capistrano,NA,NA,NA,NA,NA,Artist,NA,Carleton E. Watkins,"American, 1829–1916",NA,"Watkins, Carleton E.",American,1829,1916,NA,1880–81,1880,1881,Albumen silver print from glass negative,11.3 x 17.8 cm. (4  7/16  x 7  in.),"Robert O. Dougan Collection, Gift of Warner Communications Inc., 1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
12552,443157,TRUE,Islamic Art,1885,Beaker,Beaker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,Plated base metal,"H. 2 in. (5.1 cm)
Max. diam. 2 15/16 in. (7.5 cm)","Purchase, 1885",Attributed to,Budapest,NA,NA,Hungary,NA,NA,NA,NA,NA,NA,Reproductions,NA
